game_id,team_id,game_date,matchup,wl,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts
22400115,1610612758,2024-10-29,SAC @ UTA,W,240,48,92,0.522,8,31,0.258,9,14,0.643,9,40,49,26,9,9,11,19,113
22400112,1610612758,2024-10-28,SAC vs. POR,W,240,37,81,0.457,14,35,0.4,23,25,0.92,9,31,40,25,8,6,14,27,111
22400096,1610612758,2024-10-26,SAC @ LAL,L,240,45,88,0.511,15,44,0.341,22,25,0.88,5,27,32,32,12,5,14,19,127
22400076,1610612758,2024-10-24,SAC vs. MIN,L,240,38,82,0.463,11,29,0.379,28,35,0.8,4,34,38,21,7,2,9,18,115
22401197,1610612759,2025-04-13,SAS vs. TOR,W,240,43,84,0.512,11,32,0.344,28,32,0.875,9,41,50,22,11,2,12,13,125
22401182,1610612759,2025-04-11,SAS @ PHX,L,240,39,90,0.433,13,34,0.382,7,10,0.7,5,35,40,28,7,2,14,7,98
22401163,1610612759,2025-04-09,SAS @ GSW,W,240,39,81,0.481,18,46,0.391,18,21,0.857,10,33,43,23,6,5,13,23,114
22401155,1610612759,2025-04-08,SAS @ LAC,L,240,45,85,0.529,17,42,0.405,10,16,0.625,8,26,34,29,8,4,16,16,117
22401139,1610612759,2025-04-06,SAS @ POR,L,240,41,95,0.432,11,34,0.324,16,21,0.762,13,32,45,26,9,4,18,21,109
22401124,1610612759,2025-04-04,SAS vs. CLE,L,240,41,94,0.436,16,48,0.333,15,19,0.789,9,35,44,27,9,4,11,15,113
22401110,1610612759,2025-04-02,SAS @ DEN,W,240,43,97,0.443,17,46,0.37,10,13,0.769,8,44,52,27,6,5,10,17,113
22400988,1610612759,2025-04-01,SAS vs. ORL,L,240,40,81,0.494,13,32,0.406,12,17,0.706,9,29,38,24,7,4,17,14,105
22401086,1610612759,2025-03-30,SAS vs. GSW,L,240,40,84,0.476,16,42,0.381,10,16,0.625,7,27,34,30,4,3,21,20,106
22401080,1610612759,2025-03-29,SAS vs. BOS,L,240,38,87,0.437,14,40,0.35,21,27,0.778,10,25,35,25,6,1,4,16,111
22401059,1610612759,2025-03-27,SAS @ CLE,L,240,43,106,0.406,14,43,0.326,16,21,0.762,19,31,50,27,10,3,10,20,116
22401046,1610612759,2025-03-25,SAS @ DET,L,240,33,91,0.363,14,44,0.318,16,20,0.8,16,25,41,21,7,2,10,19,96
22401033,1610612759,2025-03-23,SAS @ TOR,W,240,41,86,0.477,14,43,0.326,27,32,0.844,13,33,46,27,15,6,14,14,123
22401018,1610612759,2025-03-21,SAS vs. PHI,W,240,47,89,0.528,19,39,0.487,15,18,0.833,9,25,34,36,11,5,14,14,128
22401003,1610612759,2025-03-19,SAS vs. NYK,W,240,45,90,0.5,16,35,0.457,14,20,0.7,15,37,52,28,7,7,13,22,120
22400537,1610612759,2025-03-17,SAS @ LAL,L,240,41,88,0.466,15,38,0.395,12,14,0.857,9,35,44,30,6,5,17,18,109
22400973,1610612759,2025-03-15,SAS vs. NOP,W,240,39,84,0.464,16,39,0.41,25,33,0.758,8,29,37,26,10,2,10,15,119
22400964,1610612759,2025-03-14,SAS vs. CHA,L,240,48,95,0.505,21,46,0.457,17,22,0.773,17,19,36,27,14,5,13,17,134
22400951,1610612759,2025-03-12,SAS vs. DAL,W,240,50,94,0.532,11,35,0.314,15,16,0.938,13,34,47,32,11,2,16,19,126
22400937,1610612759,2025-03-10,SAS vs. DAL,L,240,49,94,0.521,17,41,0.415,14,24,0.583,12,26,38,29,6,2,9,24,129
22400925,1610612759,2025-03-09,SAS @ MIN,L,240,47,85,0.553,11,30,0.367,19,24,0.792,11,25,36,26,8,3,12,14,124
22400910,1610612759,2025-03-07,SAS @ SAC,L,240,40,87,0.46,16,42,0.381,13,23,0.565,9,27,36,27,7,4,7,17,109
22400888,1610612759,2025-03-04,SAS vs. BKN,W,240,52,95,0.547,18,39,0.462,5,10,0.5,13,33,46,37,9,4,13,15,127
22400871,1610612759,2025-03-02,SAS vs. OKC,L,240,51,91,0.56,18,43,0.419,12,16,0.75,6,29,35,36,2,3,12,17,132
22400863,1610612759,2025-03-01,SAS @ MEM,W,240,50,96,0.521,14,36,0.389,16,22,0.727,13,29,42,33,8,4,11,18,130
22400844,1610612759,2025-02-26,SAS @ HOU,L,240,42,100,0.42,7,39,0.179,15,21,0.714,12,29,41,28,10,5,8,14,106
22400833,1610612759,2025-02-25,SAS @ NOP,L,240,38,93,0.409,13,44,0.295,14,18,0.778,13,32,45,29,14,4,20,19,103
22400818,1610612759,2025-02-23,SAS @ NOP,L,240,32,97,0.33,15,51,0.294,17,25,0.68,13,33,46,29,11,7,10,19,96
22400802,1610612759,2025-02-21,SAS vs. DET,L,240,43,84,0.512,10,29,0.345,14,22,0.636,8,24,32,27,12,5,15,20,110
22400795,1610612759,2025-02-20,SAS vs. PHX,W,240,44,93,0.473,15,41,0.366,17,22,0.773,6,38,44,30,13,3,9,20,120
22400769,1610612759,2025-02-12,SAS @ BOS,L,240,42,96,0.438,9,39,0.231,10,12,0.833,9,29,38,30,9,2,8,16,103
22400757,1610612759,2025-02-10,SAS @ WAS,W,240,45,88,0.511,17,38,0.447,24,29,0.828,11,32,43,28,11,4,11,17,131
22400743,1610612759,2025-02-08,SAS @ ORL,L,240,41,77,0.532,13,30,0.433,16,20,0.8,4,30,34,27,10,7,14,14,111
22400734,1610612759,2025-02-07,SAS @ CHA,L,240,42,92,0.457,12,39,0.308,20,24,0.833,13,25,38,25,8,5,8,13,116
22400719,1610612759,2025-02-05,SAS @ ATL,W,240,51,101,0.505,12,37,0.324,12,16,0.75,11,30,41,36,16,3,10,20,126
22400703,1610612759,2025-02-03,SAS @ MEM,L,240,41,91,0.451,12,36,0.333,15,20,0.75,9,39,48,31,8,2,23,18,109
22400693,1610612759,2025-02-01,SAS vs. MIA,L,240,38,91,0.418,12,36,0.333,15,21,0.714,13,35,48,27,8,3,10,18,103
22400684,1610612759,2025-01-31,SAS vs. MIL,W,240,50,102,0.49,24,50,0.48,20,25,0.8,13,40,53,37,7,11,4,20,144
22400671,1610612759,2025-01-29,SAS vs. LAC,L,240,42,87,0.483,14,42,0.333,18,25,0.72,7,23,30,27,11,5,9,22,116
22400633,1610612759,2025-01-25,SAS vs. IND,L,240,35,85,0.412,11,32,0.344,17,25,0.68,15,29,44,22,9,5,22,17,98
22400621,1610612759,2025-01-23,SAS @ IND,W,240,58,96,0.604,18,36,0.5,6,6,1.0,15,42,57,43,10,10,19,13,140
22400592,1610612759,2025-01-19,SAS @ MIA,L,240,41,91,0.451,15,40,0.375,10,16,0.625,13,31,44,28,4,5,14,9,107
22400582,1610612759,2025-01-17,SAS vs. MEM,L,240,40,84,0.476,13,36,0.361,19,23,0.826,10,30,40,29,4,8,17,15,112
22400567,1610612759,2025-01-15,SAS vs. MEM,L,240,40,89,0.449,16,43,0.372,19,27,0.704,7,37,44,22,5,11,11,17,115
22400552,1610612759,2025-01-13,SAS @ LAL,W,240,48,90,0.533,13,35,0.371,17,20,0.85,12,29,41,30,16,5,10,15,126
22400516,1610612759,2025-01-08,SAS @ MIL,L,240,35,95,0.368,18,52,0.346,17,20,0.85,12,34,46,24,8,5,9,14,105
22400498,1610612759,2025-01-06,SAS @ CHI,L,240,44,95,0.463,15,46,0.326,7,12,0.583,13,36,49,31,8,12,17,18,110
22400484,1610612759,2025-01-04,SAS vs. DEN,L,265,41,104,0.394,13,48,0.271,16,18,0.889,13,45,58,28,3,7,12,20,111
22400475,1610612759,2025-01-03,SAS @ DEN,W,240,46,99,0.465,13,36,0.361,8,13,0.615,14,42,56,31,4,3,13,15,113
22400451,1610612759,2024-12-31,SAS vs. LAC,W,240,48,98,0.49,9,40,0.225,17,19,0.895,15,43,58,37,10,7,9,15,122
22400441,1610612759,2024-12-29,SAS @ MIN,L,240,38,87,0.437,11,39,0.282,23,28,0.821,8,33,41,25,6,4,9,18,110
22400421,1610612759,2024-12-27,SAS @ BKN,W,240,32,78,0.41,12,28,0.429,20,27,0.741,11,32,43,26,10,8,13,11,96
22400405,1610612759,2024-12-25,SAS @ NYK,L,240,42,83,0.506,16,38,0.421,14,17,0.824,8,37,45,33,3,6,15,15,114
22400394,1610612759,2024-12-23,SAS @ PHI,L,240,37,81,0.457,15,45,0.333,17,18,0.944,3,39,42,24,4,12,18,21,106
22400386,1610612759,2024-12-21,SAS vs. POR,W,240,44,93,0.473,10,36,0.278,16,18,0.889,12,37,49,33,7,13,12,12,114
22400370,1610612759,2024-12-19,SAS vs. ATL,W,265,49,101,0.485,19,42,0.452,16,23,0.696,8,34,42,32,15,8,17,15,133
22401218,1610612759,2024-12-15,SAS vs. MIN,L,240,37,91,0.407,11,45,0.244,7,9,0.778,12,38,50,34,6,8,18,18,92
22401215,1610612759,2024-12-13,SAS @ POR,W,240,44,85,0.518,14,30,0.467,16,21,0.762,13,28,41,32,5,6,14,13,118
22400354,1610612759,2024-12-08,SAS vs. NOP,W,240,42,93,0.452,12,39,0.308,25,31,0.806,16,39,55,27,7,11,13,18,121
22400337,1610612759,2024-12-06,SAS vs. SAC,L,240,39,91,0.429,14,41,0.341,21,30,0.7,12,30,42,28,8,5,14,20,113
22400331,1610612759,2024-12-05,SAS vs. CHI,L,240,44,95,0.463,8,28,0.286,28,39,0.718,15,26,41,26,11,4,11,17,124
22400057,1610612759,2024-12-03,SAS @ PHX,L,240,35,100,0.35,8,44,0.182,15,20,0.75,18,35,53,26,9,2,14,17,93
22400313,1610612759,2024-12-01,SAS @ SAC,W,240,42,82,0.512,23,46,0.5,20,24,0.833,8,30,38,32,6,9,15,17,127
22400296,1610612759,2024-11-27,SAS vs. LAL,L,240,36,85,0.424,14,40,0.35,15,16,0.938,11,27,38,26,7,4,15,13,101
22400038,1610612759,2024-11-26,SAS @ UTA,W,240,45,93,0.484,18,48,0.375,20,26,0.769,13,26,39,30,12,5,10,17,128
22400269,1610612759,2024-11-23,SAS vs. GSW,W,240,38,85,0.447,13,47,0.277,15,19,0.789,9,39,48,29,5,9,8,16,104
22400262,1610612759,2024-11-21,SAS vs. UTA,W,240,41,88,0.466,9,32,0.281,35,46,0.761,11,40,51,32,8,9,11,20,126
22400025,1610612759,2024-11-19,SAS vs. OKC,W,240,39,83,0.47,19,46,0.413,13,19,0.684,8,38,46,32,5,5,21,13,110
22400232,1610612759,2024-11-16,SAS @ DAL,L,240,28,88,0.318,11,40,0.275,26,30,0.867,13,32,45,21,10,9,11,17,93
22400015,1610612759,2024-11-15,SAS vs. LAL,L,240,43,88,0.489,17,45,0.378,12,16,0.75,11,29,40,32,6,5,13,19,115
22400224,1610612759,2024-11-13,SAS vs. WAS,W,240,48,92,0.522,18,44,0.409,25,32,0.781,8,31,39,38,7,7,9,15,139
22400216,1610612759,2024-11-11,SAS vs. SAC,W,240,43,85,0.506,22,46,0.478,8,8,1.0,8,36,44,31,5,5,16,10,116
22400197,1610612759,2024-11-09,SAS vs. UTA,L,240,38,85,0.447,17,47,0.362,17,19,0.895,6,31,37,29,8,10,20,26,110
22400183,1610612759,2024-11-07,SAS vs. POR,W,240,44,82,0.537,16,39,0.41,14,18,0.778,12,33,45,35,9,4,15,15,118
22400173,1610612759,2024-11-06,SAS @ HOU,L,240,37,83,0.446,14,36,0.389,12,16,0.75,8,33,41,20,6,6,19,13,100
22400168,1610612759,2024-11-04,SAS @ LAC,L,240,38,86,0.442,11,41,0.268,17,19,0.895,12,33,45,22,9,10,10,16,104
22400146,1610612759,2024-11-02,SAS vs. MIN,W,240,43,83,0.518,13,42,0.31,14,17,0.824,7,37,44,32,6,5,11,16,113
22400130,1610612759,2024-10-31,SAS @ UTA,W,240,38,92,0.413,12,43,0.279,18,23,0.783,11,31,42,25,17,7,11,17,106
22400125,1610612759,2024-10-30,SAS @ OKC,L,240,35,85,0.412,12,36,0.333,11,13,0.846,13,39,52,22,6,6,22,8,93
22400109,1610612759,2024-10-28,SAS vs. HOU,L,240,37,87,0.425,10,33,0.303,17,21,0.81,17,32,49,22,6,6,17,21,101
22400094,1610612759,2024-10-26,SAS vs. HOU,W,240,39,79,0.494,8,20,0.4,23,28,0.821,10,39,49,23,6,7,17,18,109
22400074,1610612759,2024-10-24,SAS @ DAL,L,240,39,86,0.453,12,36,0.333,19,24,0.792,12,40,52,30,6,5,19,18,109
22401196,1610612760,2025-04-13,OKC @ NOP,W,240,41,98,0.418,9,47,0.191,24,27,0.889,17,37,54,16,8,4,10,25,115
22401181,1610612760,2025-04-11,OKC @ UTA,W,240,56,100,0.56,24,53,0.453,9,13,0.692,5,42,47,41,12,4,10,17,145
22401164,1610612760,2025-04-09,OKC @ PHX,W,240,45,86,0.523,12,30,0.4,23,27,0.852,8,36,44,24,11,2,10,18,125
22401153,1610612760,2025-04-08,OKC vs. LAL,W,240,52,104,0.5,18,37,0.486,14,20,0.7,15,29,44,26,9,5,6,26,136
22401135,1610612760,2025-04-06,OKC vs. LAL,L,240,39,90,0.433,12,37,0.324,9,12,0.75,9,25,34,20,9,3,7,17,99
22401123,1610612760,2025-04-04,OKC @ HOU,L,240,43,89,0.483,13,35,0.371,12,15,0.8,7,26,33,24,7,6,15,20,111
22401108,1610612760,2025-04-02,OKC vs. DET,W,240,42,96,0.438,10,38,0.263,25,31,0.806,13,33,46,25,12,11,10,19,119
22401094,1610612760,2025-03-31,OKC vs. CHI,W,240,52,98,0.531,23,43,0.535,18,23,0.783,9,35,44,39,11,6,14,16,145
22401079,1610612760,2025-03-29,OKC vs. IND,W,240,48,94,0.511,17,36,0.472,19,23,0.826,8,39,47,26,9,4,9,17,132
22401064,1610612760,2025-03-27,OKC vs. MEM,W,240,44,90,0.489,13,31,0.419,24,28,0.857,7,38,45,28,9,4,12,17,125
22401052,1610612760,2025-03-25,OKC @ SAC,W,240,43,82,0.524,19,32,0.594,16,20,0.8,6,46,52,30,7,6,15,18,121
22401036,1610612760,2025-03-23,OKC @ LAC,W,240,37,92,0.402,12,35,0.343,17,20,0.85,10,32,42,28,9,8,9,22,103
22401017,1610612760,2025-03-21,OKC vs. CHA,W,240,54,94,0.574,21,39,0.538,12,17,0.706,10,33,43,29,10,7,7,13,141
22401002,1610612760,2025-03-19,OKC vs. PHI,W,240,47,90,0.522,24,52,0.462,15,20,0.75,11,44,55,36,10,5,12,12,133
22400982,1610612760,2025-03-16,OKC @ MIL,W,240,46,89,0.517,10,29,0.345,19,25,0.76,8,42,50,30,3,3,9,20,121
22400969,1610612760,2025-03-15,OKC @ DET,W,240,43,89,0.483,10,34,0.294,17,22,0.773,10,34,44,17,11,8,17,20,113
22400946,1610612760,2025-03-12,OKC @ BOS,W,240,40,82,0.488,13,37,0.351,25,35,0.714,11,33,44,19,7,2,12,17,118
22400936,1610612760,2025-03-10,OKC vs. DEN,L,240,47,100,0.47,19,47,0.404,14,16,0.875,13,24,37,29,9,6,10,16,127
22400920,1610612760,2025-03-09,OKC vs. DEN,W,240,46,94,0.489,13,38,0.342,22,25,0.88,10,46,56,25,5,14,5,20,127
22400908,1610612760,2025-03-07,OKC vs. POR,W,240,39,84,0.464,14,38,0.368,15,17,0.882,4,39,43,25,12,8,11,13,107
22400895,1610612760,2025-03-05,OKC @ MEM,W,240,44,87,0.506,15,36,0.417,17,19,0.895,3,36,39,27,10,4,11,22,120
22400879,1610612760,2025-03-03,OKC vs. HOU,W,240,48,97,0.495,17,37,0.459,24,27,0.889,14,35,49,31,11,6,13,18,137
22400871,1610612760,2025-03-02,OKC @ SAS,W,240,55,101,0.545,19,44,0.432,17,20,0.85,12,33,45,34,7,6,7,16,146
22400851,1610612760,2025-02-28,OKC @ ATL,W,240,51,101,0.505,23,50,0.46,10,12,0.833,9,34,43,37,10,1,11,18,135
22400840,1610612760,2025-02-26,OKC @ BKN,W,240,48,90,0.533,9,30,0.3,24,29,0.828,11,34,45,27,10,4,11,21,129
22400826,1610612760,2025-02-24,OKC vs. MIN,L,265,45,106,0.425,15,49,0.306,23,29,0.793,16,37,53,27,10,8,11,30,128
22400820,1610612760,2025-02-23,OKC @ MIN,W,240,48,86,0.558,19,35,0.543,15,20,0.75,7,30,37,32,9,8,13,22,130
22400804,1610612760,2025-02-21,OKC @ UTA,W,240,46,97,0.474,19,43,0.442,19,20,0.95,17,34,51,38,10,10,12,20,130
22400787,1610612760,2025-02-13,OKC @ MIN,L,240,37,88,0.42,7,29,0.241,20,24,0.833,12,37,49,25,4,7,9,17,101
22400778,1610612760,2025-02-12,OKC vs. MIA,W,240,43,88,0.489,15,39,0.385,14,20,0.7,11,30,41,22,10,3,13,19,115
22400761,1610612760,2025-02-10,OKC vs. NOP,W,240,49,95,0.516,27,55,0.491,12,16,0.75,10,35,45,29,15,8,10,20,137
22400746,1610612760,2025-02-08,OKC @ MEM,W,240,45,105,0.429,18,42,0.429,17,21,0.81,21,34,55,29,5,5,8,27,125
22400739,1610612760,2025-02-07,OKC vs. TOR,W,240,43,84,0.512,9,31,0.29,26,31,0.839,11,33,44,26,10,7,12,14,121
22400724,1610612760,2025-02-05,OKC vs. PHX,W,240,52,102,0.51,12,42,0.286,24,27,0.889,17,29,46,24,15,4,5,23,140
22400705,1610612760,2025-02-03,OKC vs. MIL,W,240,51,99,0.515,16,41,0.39,7,8,0.875,14,41,55,28,9,5,17,18,125
22400691,1610612760,2025-02-01,OKC vs. SAC,W,240,57,107,0.533,19,46,0.413,11,16,0.688,20,50,70,37,5,6,11,18,144
22400673,1610612760,2025-01-29,OKC @ GSW,L,240,40,99,0.404,9,39,0.231,20,25,0.8,17,33,50,21,8,3,11,21,109
22400647,1610612760,2025-01-26,OKC @ POR,W,240,42,89,0.472,10,30,0.333,24,29,0.828,14,29,43,24,7,3,7,19,118
22400625,1610612760,2025-01-23,OKC vs. DAL,L,240,42,88,0.477,15,37,0.405,16,22,0.727,8,25,33,26,9,4,12,27,115
22400618,1610612760,2025-01-22,OKC vs. UTA,W,240,44,95,0.463,12,39,0.308,23,25,0.92,13,26,39,20,15,4,10,23,123
22400595,1610612760,2025-01-19,OKC vs. BKN,W,240,48,87,0.552,19,43,0.442,12,13,0.923,8,35,43,37,8,5,11,19,127
22400583,1610612760,2025-01-17,OKC @ DAL,L,240,35,91,0.385,20,46,0.435,8,12,0.667,14,32,46,24,7,2,15,20,98
22400574,1610612760,2025-01-16,OKC vs. CLE,W,240,53,105,0.505,18,53,0.34,10,11,0.909,8,31,39,25,12,5,6,20,134
22400555,1610612760,2025-01-14,OKC @ PHI,W,240,45,81,0.556,12,36,0.333,16,18,0.889,10,28,38,32,10,4,17,22,118
22400545,1610612760,2025-01-12,OKC @ WAS,W,240,45,95,0.474,13,35,0.371,33,35,0.943,15,41,56,26,11,4,13,22,136
22400529,1610612760,2025-01-10,OKC @ NYK,W,240,48,89,0.539,14,27,0.519,16,18,0.889,8,38,46,20,9,9,15,23,126
22400509,1610612760,2025-01-08,OKC @ CLE,L,240,48,90,0.533,11,31,0.355,15,17,0.882,9,29,38,35,9,5,13,24,122
22400487,1610612760,2025-01-05,OKC vs. BOS,W,240,39,87,0.448,16,38,0.421,11,13,0.846,9,37,46,22,11,6,15,18,105
22400473,1610612760,2025-01-03,OKC vs. NYK,W,240,43,84,0.512,14,27,0.519,17,21,0.81,7,34,41,27,9,7,13,17,117
22400466,1610612760,2025-01-02,OKC vs. LAC,W,240,43,86,0.5,14,38,0.368,16,20,0.8,4,31,35,29,11,3,9,14,116
22400452,1610612760,2024-12-31,OKC vs. MIN,W,240,42,89,0.472,12,36,0.333,17,23,0.739,9,28,37,25,16,2,9,13,113
22400440,1610612760,2024-12-29,OKC vs. MEM,W,240,52,103,0.505,14,44,0.318,12,12,1.0,9,36,45,35,10,9,10,24,130
22400428,1610612760,2024-12-28,OKC @ CHA,W,240,42,88,0.477,10,38,0.263,12,14,0.857,9,40,49,29,9,1,15,19,106
22400410,1610612760,2024-12-26,OKC @ IND,W,240,44,95,0.463,13,37,0.351,19,24,0.792,9,36,45,20,4,4,3,18,120
22400400,1610612760,2024-12-23,OKC vs. WAS,W,240,47,106,0.443,10,38,0.263,19,22,0.864,19,40,59,25,15,9,12,18,123
22400375,1610612760,2024-12-20,OKC @ MIA,W,240,39,86,0.453,14,34,0.412,12,17,0.706,12,36,48,24,8,5,14,17,104
22400361,1610612760,2024-12-19,OKC @ ORL,W,240,40,83,0.482,10,31,0.323,15,16,0.938,4,28,32,23,15,6,13,20,105
22401230,1610612760,2024-12-14,OKC vs. HOU,W,240,36,80,0.45,11,30,0.367,28,32,0.875,4,39,43,19,12,4,12,24,111
22401203,1610612760,2024-12-10,OKC vs. DAL,W,240,46,101,0.455,20,50,0.4,6,7,0.857,17,35,52,29,14,5,13,17,118
22400342,1610612760,2024-12-07,OKC @ NOP,W,240,45,85,0.529,12,32,0.375,17,21,0.81,10,35,45,27,13,3,18,24,119
22400328,1610612760,2024-12-05,OKC @ TOR,W,240,49,102,0.48,17,47,0.362,14,17,0.824,13,42,55,28,15,11,6,16,129
22400055,1610612760,2024-12-03,OKC vs. UTA,W,240,53,102,0.52,17,47,0.362,10,11,0.909,15,19,34,32,18,3,8,23,133
22400310,1610612760,2024-12-01,OKC @ HOU,L,240,42,94,0.447,13,39,0.333,19,25,0.76,11,35,46,30,5,4,7,26,116
22400048,1610612760,2024-11-29,OKC @ LAL,W,240,38,93,0.409,13,40,0.325,12,16,0.75,15,32,47,20,12,3,9,17,101
22400299,1610612760,2024-11-27,OKC @ GSW,W,240,39,85,0.459,11,37,0.297,16,26,0.615,8,40,48,26,10,9,14,21,105
22400285,1610612760,2024-11-25,OKC @ SAC,W,240,48,86,0.558,14,31,0.452,20,25,0.8,11,33,44,28,6,3,15,18,130
22400256,1610612760,2024-11-20,OKC vs. POR,W,240,40,91,0.44,9,31,0.29,20,23,0.87,15,31,46,24,14,8,13,20,109
22400025,1610612760,2024-11-19,OKC @ SAS,L,240,41,100,0.41,16,53,0.302,6,7,0.857,13,34,47,24,16,4,13,18,104
22400242,1610612760,2024-11-17,OKC vs. DAL,L,240,43,87,0.494,14,42,0.333,19,25,0.76,7,22,29,29,11,5,6,25,119
22400018,1610612760,2024-11-15,OKC vs. PHX,W,240,36,91,0.396,10,40,0.25,17,18,0.944,13,40,53,21,6,11,10,26,99
22400221,1610612760,2024-11-13,OKC vs. NOP,W,240,39,88,0.443,15,39,0.385,13,16,0.813,5,26,31,20,16,7,5,17,106
22400215,1610612760,2024-11-11,OKC vs. LAC,W,240,47,91,0.516,18,46,0.391,22,23,0.957,9,20,29,31,16,5,11,23,134
22400207,1610612760,2024-11-10,OKC vs. GSW,L,240,42,94,0.447,11,33,0.333,21,26,0.808,14,27,41,25,4,6,11,18,116
22400192,1610612760,2024-11-08,OKC vs. HOU,W,240,46,90,0.511,14,37,0.378,20,23,0.87,7,34,41,24,9,8,10,23,126
22400177,1610612760,2024-11-06,OKC @ DEN,L,240,44,100,0.44,16,40,0.4,18,23,0.783,13,34,47,29,15,6,14,28,122
22400163,1610612760,2024-11-04,OKC vs. ORL,W,240,39,85,0.459,12,31,0.387,12,16,0.75,5,37,42,23,12,4,15,21,102
22400150,1610612760,2024-11-02,OKC @ LAC,W,240,36,84,0.429,16,39,0.41,17,19,0.895,3,38,41,25,11,3,12,22,105
22400140,1610612760,2024-11-01,OKC @ POR,W,240,51,95,0.537,19,49,0.388,16,19,0.842,14,31,45,31,14,9,13,29,137
22400125,1610612760,2024-10-30,OKC vs. SAS,W,240,41,89,0.461,17,41,0.415,6,8,0.75,5,34,39,28,18,6,10,15,105
22400100,1610612760,2024-10-27,OKC vs. ATL,W,240,44,89,0.494,16,40,0.4,24,32,0.75,11,34,45,26,13,12,10,23,128
22400091,1610612760,2024-10-26,OKC @ CHI,W,240,45,107,0.421,8,40,0.2,16,20,0.8,9,45,54,21,15,5,10,18,114
22400075,1610612760,2024-10-24,OKC @ DEN,W,240,43,101,0.426,8,36,0.222,8,12,0.667,13,36,49,23,9,13,12,15,102
22401197,1610612761,2025-04-13,TOR @ SAS,L,240,46,97,0.474,14,39,0.359,12,16,0.75,12,30,42,32,8,1,13,23,118
22401178,1610612761,2025-04-11,TOR @ DAL,L,240,40,100,0.4,11,39,0.282,11,18,0.611,16,27,43,22,11,4,10,15,102
22401158,1610612761,2025-04-09,TOR vs. CHA,W,240,49,104,0.471,19,52,0.365,9,12,0.75,16,39,55,37,8,2,8,16,126
22401134,1610612761,2025-04-06,TOR @ BKN,W,240,47,94,0.5,12,36,0.333,14,22,0.636,13,34,47,30,16,4,18,21,120
22401121,1610612761,2025-04-04,TOR vs. DET,L,240,38,91,0.418,13,37,0.351,16,20,0.8,16,33,49,24,9,6,15,24,105
22401116,1610612761,2025-04-03,TOR vs. POR,L,240,44,96,0.458,12,34,0.353,3,5,0.6,13,22,35,29,14,1,17,19,103
22401099,1610612761,2025-04-01,TOR @ CHI,L,240,44,97,0.454,20,45,0.444,10,11,0.909,9,26,35,35,7,3,12,20,118
22401087,1610612761,2025-03-30,TOR @ PHI,W,240,49,103,0.476,17,38,0.447,12,18,0.667,13,33,46,32,10,4,10,13,127
22401069,1610612761,2025-03-28,TOR vs. CHA,W,240,42,95,0.442,14,44,0.318,10,15,0.667,11,34,45,28,9,5,6,15,108
22401054,1610612761,2025-03-26,TOR @ BKN,W,240,43,102,0.422,10,33,0.303,20,23,0.87,17,46,63,34,5,3,11,22,116
22401039,1610612761,2025-03-24,TOR @ WAS,W,240,41,101,0.406,10,36,0.278,20,27,0.741,17,43,60,28,11,6,12,23,112
22401033,1610612761,2025-03-23,TOR vs. SAS,L,240,35,92,0.38,10,39,0.256,9,13,0.692,16,30,46,27,8,3,21,21,89
22401005,1610612761,2025-03-20,TOR @ GSW,L,240,44,78,0.564,11,26,0.423,15,19,0.789,7,37,44,32,7,4,23,24,114
22400991,1610612761,2025-03-17,TOR @ PHX,L,240,31,87,0.356,10,35,0.286,17,23,0.739,12,28,40,20,4,2,11,15,89
22400980,1610612761,2025-03-16,TOR @ POR,L,240,38,94,0.404,10,31,0.323,16,20,0.8,19,28,47,29,12,0,18,22,102
22400966,1610612761,2025-03-14,TOR @ UTA,W,240,44,91,0.484,12,32,0.375,26,35,0.743,10,41,51,28,9,6,15,26,126
22400947,1610612761,2025-03-12,TOR vs. PHI,W,240,44,100,0.44,16,40,0.4,14,18,0.778,17,42,59,33,7,5,20,17,118
22400932,1610612761,2025-03-10,TOR vs. WAS,W,240,43,109,0.394,16,49,0.327,17,29,0.586,28,45,73,26,3,2,8,18,119
22400915,1610612761,2025-03-08,TOR vs. WAS,L,240,40,95,0.421,10,26,0.385,27,30,0.9,22,27,49,24,11,6,15,17,117
22400905,1610612761,2025-03-07,TOR vs. UTA,W,240,40,104,0.385,14,46,0.304,24,28,0.857,22,26,48,27,13,5,8,29,118
22400883,1610612761,2025-03-04,TOR @ ORL,W,240,38,80,0.475,12,30,0.4,26,35,0.743,13,35,48,28,7,8,20,25,114
22400870,1610612761,2025-03-02,TOR @ ORL,W,240,37,80,0.463,7,22,0.318,23,30,0.767,12,28,40,22,8,4,14,33,104
22400855,1610612761,2025-02-28,TOR @ CHI,L,265,43,103,0.417,13,37,0.351,16,20,0.8,16,35,51,30,4,3,14,21,115
22400837,1610612761,2025-02-26,TOR @ IND,L,240,37,87,0.425,6,27,0.222,11,16,0.688,11,29,40,23,8,2,18,15,91
22400829,1610612761,2025-02-25,TOR vs. BOS,L,240,42,83,0.506,5,33,0.152,12,16,0.75,10,30,40,27,10,1,16,14,101
22400816,1610612761,2025-02-23,TOR vs. PHX,W,240,43,88,0.489,20,35,0.571,21,30,0.7,14,35,49,30,6,1,14,23,127
